48.5, 1
47.7, 1
47.6, 1
42.7, 1
43.0, 1
42.7, 1
42.1, 1
41.4, 1
42.5, 1
41.9, 1
49.6, 1
49.9, 1
49.5, 1
43.9, 1
43.6, 1
43.5, 1
42.7, 1
41.9, 1
42.8, 1
43.2, 1
47.9, 1
48.9, 1
48.8, 1
43.1, 1
42.8, 1
41.5, 1
42.6, 1
43.1, 1
42.5, 1
43.0, 1
49.5, 1
49.1, 1
49.6, 1
42.5, 1
42.3, 1
43.5, 1
43.9, 1
43.8, 1
43.9, 1
42.8, 1
48.6, 1
49.3, 1
48.9, 1
41.6, 1
43.1, 1
42.5, 1
42.8, 1
42.5, 1
42.1, 1
42.9, 1
49.6, 1
49.7, 1
49.3, 1
43.7, 1
42.2, 1
43.5, 1
43.5, 1
42.1, 1
43.6, 1
43.6, 1
48.3, 1
49.0, 1
49.6, 1
49.3, 1
47.1, 1
49.3, 1
49.8, 1
49.9, 1
49.4, 1
48.8, 1
48.2, 1
49.0, 1
48.1, 1
45.8, 1
46.9, 1
49.2, 1
48.8, 1
48.9, 1
47.7, 1
46.6, 1
50.2, 1
50.3, 1
49.5, 1
49.8, 1
50.3, 1
50.0, 1
48.7, 1
48.0, 1
49.3, 1
49.4, 1
49.2, 1
48.8, 1
48.1, 1
49.4, 1
49.4, 1
49.3, 1
49.4, 1
49.2, 1
50.0, 1
49.3, 1
48.8, 1
48.6, 1
48.5, 1
47.5, 1
40.9, 1
41.9, 1
42.0, 1
42.3, 1
42.1, 1
43.0, 1
48.5, 1
50.1, 1
49.3, 1
43.7, 1
43.4, 1
42.8, 1
43.5, 1
43.4, 1
43.2, 1
43.4, 1
49.6, 1
49.2, 1
48.8, 1
43.3, 1
41.8, 1
43.0, 1
42.6, 1
43.1, 1
42.9, 1
42.1, 1
48.8, 1
48.9, 1
48.9, 1
43.0, 1
42.8, 1
42.0, 1
42.8, 1
43.2, 1
42.7, 1
41.9, 1
48.7, 1
49.4, 1
48.9, 1
42.8, 1
42.4, 1
42.9, 1
43.1, 1
43.1, 1
43.4, 1
42.9, 1
