39.6, 3
39.2, 3
38.5, 3
39.0, 3
37.6, 3
33.8, 3
31.7, 3
33.8, 3
33.4, 3
34.2, 3
37.4, 3
36.8, 3
38.1, 3
38.3, 3
38.4, 3
34.2, 3
33.6, 3
33.9, 3
34.0, 3
32.9, 3
39.0, 3
39.1, 3
38.9, 3
39.7, 3
38.0, 3
33.6, 3
34.3, 3
34.7, 3
34.0, 3
34.2, 3
38.1, 3
36.1, 3
37.4, 3
35.7, 3
38.1, 3
33.4, 3
32.5, 3
32.7, 3
33.8, 3
32.1, 3
39.1, 3
39.5, 3
40.3, 3
40.5, 3
37.5, 3
33.9, 3
33.9, 3
34.2, 3
34.2, 3
33.5, 3
38.6, 3
38.3, 3
38.8, 3
39.8, 3
39.1, 3
33.6, 3
34.2, 3
33.2, 3
33.6, 3
34.2, 3
38.6, 3
39.7, 3
39.8, 3
38.7, 3
39.4, 3
38.4, 3
38.5, 3
37.5, 3
38.4, 3
38.2, 3
39.3, 3
38.0, 3
39.3, 3
38.4, 3
38.6, 3
39.3, 3
38.6, 3
39.2, 3
38.0, 3
38.3, 3
39.2, 3
39.5, 3
38.3, 3
39.2, 3
40.3, 3
39.7, 3
37.9, 3
39.4, 3
39.7, 3
38.4, 3
38.8, 3
37.8, 3
39.5, 3
38.7, 3
38.6, 3
39.1, 3
37.9, 3
38.5, 3
38.9, 3
36.0, 3
39.1, 3
38.0, 3
37.6, 3
38.2, 3
38.5, 3
33.2, 3
33.3, 3
33.3, 3
33.5, 3
33.5, 3
38.0, 3
38.8, 3
38.3, 3
38.4, 3
37.9, 3
33.1, 3
34.0, 3
34.2, 3
34.3, 3
33.9, 3
38.2, 3
39.3, 3
39.2, 3
39.1, 3
38.2, 3
32.8, 3
33.4, 3
33.5, 3
33.2, 3
33.4, 3
39.0, 3
38.5, 3
38.9, 3
38.2, 3
38.0, 3
33.5, 3
32.9, 3
32.5, 3
33.9, 3
33.3, 3
39.5, 3
39.9, 3
39.6, 3
38.1, 3
37.1, 3
32.5, 3
33.0, 3
32.7, 3
34.4, 3
33.2, 3
